j,m,xi,spin_up,spin_down,zeeman_energy_khz,rotation_energy_ghz
0,-0.5,False,0.0,1.0,0.0,0.0
0,0.5,True,1.0,0.0,-0.0,0.0
1,-1.5,False,0.0,1.0,-4.13,285.0035558
1,-0.5,False,0.816496580927726,-0.5773502691896257,8.26,285.0035558
1,0.5,False,0.5773502691896257,-0.816496580927726,8.26,285.0035558
1,-0.5,True,0.5773502691896257,0.816496580927726,-4.129999999999999,285.0035558
1,0.5,True,0.816496580927726,0.5773502691896257,-4.129999999999999,285.0035558
1,1.5,True,1.0,0.0,-4.13,285.0035558
2,-2.5,False,0.0,1.0,-8.26,855.0106674000001
2,-1.5,False,0.8944271909999159,-0.44721359549995787,12.389999999999999,855.0106674000001
2,-0.5,False,0.7745966692414834,-0.6324555320336759,12.389999999999999,855.0106674000001
2,0.5,False,0.6324555320336759,-0.7745966692414834,12.389999999999999,855.0106674000001
2,1.5,False,0.44721359549995787,-0.8944271909999159,12.389999999999999,855.0106674000001
2,-1.5,True,0.44721359549995787,0.8944271909999159,-8.26,855.0106674000001
2,-0.5,True,0.6324555320336759,0.7745966692414834,-8.26,855.0106674000001
2,0.5,True,0.7745966692414834,0.6324555320336759,-8.26,855.0106674000001
2,1.5,True,0.8944271909999159,0.44721359549995787,-8.26,855.0106674000001
2,2.5,True,1.0,0.0,-8.26,855.0106674000001
3,-3.5,False,0.0,1.0,-12.39,1710.0213348000002
3,-2.5,False,0.9258200997725515,-0.37796447300922725,16.52,1710.0213348000002
3,-1.5,False,0.8451542547285166,-0.5345224838248488,16.52,1710.0213348000002
3,-0.5,False,0.7559289460184544,-0.6546536707079772,16.52,1710.0213348000002
3,0.5,False,0.6546536707079772,-0.7559289460184544,16.52,1710.0213348000002
3,1.5,False,0.5345224838248488,-0.8451542547285166,16.52,1710.0213348000002
3,2.5,False,0.37796447300922725,-0.9258200997725515,16.52,1710.0213348000002
3,-2.5,True,0.37796447300922725,0.9258200997725515,-12.39,1710.0213348000002
3,-1.5,True,0.5345224838248488,0.8451542547285166,-12.39,1710.0213348000002
3,-0.5,True,0.6546536707079772,0.7559289460184544,-12.39,1710.0213348000002
3,0.5,True,0.7559289460184544,0.6546536707079772,-12.39,1710.0213348000002
3,1.5,True,0.8451542547285166,0.5345224838248488,-12.39,1710.0213348000002
3,2.5,True,0.9258200997725515,0.37796447300922725,-12.39,1710.0213348000002
3,3.5,True,1.0,0.0,-12.39,1710.0213348000002
4,-4.5,False,0.0,1.0,-16.52,2850.035558
4,-3.5,False,0.9428090415820634,-0.33333333333333337,20.650000000000002,2850.035558
4,-2.5,False,0.8819171036881969,-0.47140452079103173,20.650000000000002,2850.035558
4,-1.5,False,0.816496580927726,-0.5773502691896257,20.65,2850.035558
4,-0.5,False,0.7453559924999299,-0.6666666666666666,20.650000000000002,2850.035558
4,0.5,False,0.6666666666666666,-0.7453559924999299,20.650000000000002,2850.035558
4,1.5,False,0.5773502691896257,-0.816496580927726,20.65,2850.035558
4,2.5,False,0.47140452079103173,-0.8819171036881969,20.650000000000002,2850.035558
4,3.5,False,0.33333333333333337,-0.9428090415820634,20.650000000000002,2850.035558
4,-3.5,True,0.33333333333333337,0.9428090415820634,-16.52,2850.035558
4,-2.5,True,0.47140452079103173,0.8819171036881969,-16.52,2850.035558
4,-1.5,True,0.5773502691896257,0.816496580927726,-16.519999999999996,2850.035558
